,Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date
87780,20220511105062,Accident,CEN22LA194,2022-05-10,"Traverse City, MI",United States,444539N,0853533W,TVC,,Non-Fatal,Substantial,Airplane,N184NW,CESSNA,172S,No,1.0,,091,,Instructional,NORTHWESTERN MICHIGAN COLLEGE,0.0,0.0,0.0,2.0,VMC,,,20-05-2022
87782,20220516105087,Accident,WPR22LA176,2022-05-10,"Tucson, AZ",United States,033756N,1103458W,RYN,RYAN FLD,Non-Fatal,Substantial,Airplane,N1272A,PIPER,PA-18,No,1.0,Reciprocating,091,,Personal,SHAWBACK LYNN R,0.0,0.0,0.0,2.0,VMC,,"The pilotï¿½s failure to maintain directional control during landing.
",06-10-2022
87785,20220511105067,Accident,CEN22FA197,2022-05-11,"Broomfield, CO",United States,395522N,0105744W,BJC,Rocky Mountain Metro Airport,Fatal,Destroyed,Airplane,N73670,CESSNA,172,No,1.0,,091,,Instructional,,1.0,0.0,0.0,0.0,VMC,,,18-05-2022
87790,20220516105078,Accident,CEN22LA198,2022-05-12,"Port Bolivar, TX",United States,029280N,0943742W,XS77,Seafood Warehouse Park Airport,Non-Fatal,Substantial,Airplane,N9380G,CESSNA,182P,No,1.0,Reciprocating,091,NSCH,Personal,,0.0,0.0,0.0,1.0,VMC,,"The pilotï¿½s failure to attain a proper soft field takeoff pitch attitude during takeoff that resulted in a runway excursion and subsequent impact with a canal.

",12-08-2022
87798,20220516105084,Accident,ERA22LA228,2022-05-14,"Lancaster, NY",United States,425519N,0783643W,BQR,Buffalo-Lancaster Regional Air,Non-Fatal,Unknown,Airplane,N20459,CESSNA,172M,No,1.0,Reciprocating,091,,Instructional,LITTLE BIRD AIRWAYS LLC,0.0,0.0,0.0,2.0,VMC,,"The student pilotï¿½s excessive pitch during takeoff resulted in a loss of control and impact with terrain. Contributing was the studentï¿½s failure to relinquish the controls when ordered by the instructor. 
",13-07-2022
87801,20220517105089,Accident,WPR22LA178,2022-05-14,"Estancia, NM",United States,344518N,0106345W,,,Non-Fatal,Substantial,Airplane,N76190,CESSNA,140,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,"The pilotï¿½s decision to land on an unsuitable surface which resulted in his loss of aircraft control.
",06-10-2022
87811,20220517105092,Accident,GAA22WA181,2022-05-17,"Piracuara, OF",Colombia,,,,,Fatal,Destroyed,Airplane,HK1464,CESSNA,182,No,,,UNK,,,Aerolineas Llaneras Arall LTDA,4.0,0.0,0.0,0.0,,,,14-06-2022
87817,20220519105101,Accident,CEN22LA205,2022-05-19,"Auburn, IN",United States,411827N,0085350W,GWB,DeKalb County Airport,Non-Fatal,Substantial,Airplane,N2128E,CESSNA,172N,No,1.0,Reciprocating,091,NSCH,Instructional,Century Aviation,0.0,0.0,0.0,2.0,VMC,,"The student pilotï¿½s improper landing flare and the flight instructorï¿½s delayed remedial response which resulted in an aerodynamic stall.
",12-08-2022
87822,20220521105110,Accident,ERA22FA233,2022-05-20,"Wayne, NE",United States,421410N,0965840W,LCG,Wayne Municipal Airport,Fatal,Destroyed,Airplane,N76075,CESSNA,140,No,1.0,,091,,ASHO,,1.0,0.0,0.0,0.0,VMC,,,31-05-2022
87824,20220522105111,Accident,ANC22LA034,2022-05-21,"Big Lake, AK",United States,613410N,1495117W,PAGQ,Big Lake Airport,Non-Fatal,Substantial,Airplane,N2692D,CESSNA,170B,No,1.0,Reciprocating,091,NSCH,Personal,,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to maintain adequate airspeed during final approach which resulted in the airplane exceeding its critical angle of attack and a subsequent aerodynamic stall at too low of an altitude to recover.
",01-11-2022
87852,20220526105138,Accident,CEN22FA214,2022-05-26,"Wauwatosa, WI",United States,004369N,0088225W,MWC,Lawrence J Timmerman Airport,Fatal,Substantial,Airplane,N4978B,CESSNA,152,No,1.0,,091,,Personal,,1.0,0.0,0.0,0.0,VMC,,,14-06-2022
87864,20220529105144,Accident,ANC22LA036,2022-05-28,"Gulkana, AK",United States,621220N,1452643W,GKN,Gulkana,Non-Fatal,Substantial,Airplane,N5773M,PIPER,PA-18-150,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,"The pilotï¿½s failure to maintain directional during the landing rollout in crosswind conditions, which resulted in a runway excursion and impact with terrain. 
",08-09-2022
87872,20220602105176,Accident,ANC22LA038,2022-05-29,"Glacier View, AK",United States,614713N,1474753W,,,Serious,Substantial,Airplane,N4024Z,PIPER,PA-18-150,No,1.0,Reciprocating,091,NSCH,Personal,,0.0,2.0,1.0,0.0,Unk,,"The pilot's failure to maintain adequate airspeed during the landing approach, which resulted in the airplane exceeding its critical angle of attack and a subsequent aerodynamic stall at an altitude too low to recover.  
",12-08-2022
87879,20220602105175,Accident,WPR22LA194,2022-05-30,"East Sound, WA",United States,484242N,0012316W,90WA,Waldron Airstrip,Non-Fatal,Substantial,Airplane,N20487,CESSNA,172M,No,1.0,Reciprocating,135,NSCH,Business,,0.0,0.0,0.0,2.0,VMC,,"The pilot's failure to attain a proper touchdown point which, resulted in a runway overrun and collision with trees. 
",12-08-2022
87882,20220601105166,Accident,ERA22LA253,2022-05-31,"Simsbury, CT",United States,415445N,0724642W,4B9,Simsbury Airport,Non-Fatal,Substantial,Airplane,N2973K,PIPER,PA28,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,"The pilotï¿½s delayed decision to abort the landing, which resulted in a runway overrun.
",01-11-2022
87885,20220601105170,Accident,ERA22LA254,2022-06-01,"Tredyffin, PA",United States,040148N,0075270W,,,Serious,Substantial,Airplane,N432CP,CIRRUS DESIGN CORP,SR22,No,1.0,,091,,Personal,,0.0,0.0,2.0,0.0,VMC,,,11-07-2022
87894,20220606105192,Accident,CEN22LA230,2022-06-02,"Ennis, TX",United States,322018N,0963954W,F41,Ennis Municipal Airport,Non-Fatal,Substantial,Airplane,N65497,CESSNA,172P,No,1.0,,091,,Instructional,CHRISTIANSEN AVIATION INC,0.0,0.0,0.0,2.0,VMC,,,09-06-2022
87895,20220606105198,Accident,GAA22WA196,2022-06-02,"Klobuck, ",Poland,,,,,Fatal,Destroyed,Airplane,SP-AKW,CESSNA,152,No,,,NUSN,,,,2.0,0.0,0.0,0.0,,,,14-09-2022
87905,20220606105197,Accident,GAA22WA195,2022-06-04,"Chirijox, ",Guatemala,,,,,Fatal,Destroyed,Airplane,TG-PIM,CESSNA,182,No,,,NUSN,,,,1.0,0.0,0.0,0.0,,,,30-06-2022
87906,20220606105201,Accident,CEN22LA233,2022-06-04,"Amarillo, TX",United States,351012N,1014933W,TDW,Tradewind Airport,Non-Fatal,Substantial,Airplane,N9087S,BEECH,A36,No,1.0,,091,NSCH,Personal,,0.0,0.0,0.0,2.0,IMC,,,18-07-2022
87923,20220607105207,Accident,ERA22LA263,2022-06-06,"Westminster, MD",United States,039281N,0007713W,2W2,Clearview Airpark,Minor,Substantial,Airplane,N29501,CESSNA,172,No,1.0,Reciprocating,091,,Instructional,CLEARVIEW FLYING CLUB INC,0.0,2.0,0.0,0.0,VMC,,"The student pilotï¿½s loss of control during a go-around and the delayed remedial action initiated by the flight instructor, which resulted in a runway excursion and collision with trees.",15-12-2022
87924,20220607105209,Accident,CEN22LA235,2022-06-06,"Nashville, AR",United States,335950N,0935022W,M77,Howard County Airport,Non-Fatal,Substantial,Airplane,N787CD,CIRRUS DESIGN CORP,SR22,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,"The pilot was not able to stop the airplane on a wet runway due to hydroplaning.
",20-07-2022
87930,20220607105215,Accident,CEN22LA237,2022-06-07,"Fort Worth, TX",United States,324836N,0972150W,FTW,,Non-Fatal,Substantial,Airplane,N8283V,PIPER,PA-28-161,No,1.0,,091,,Instructional,MILOUD CHADD K,0.0,0.0,0.0,1.0,VMC,,,21-07-2022
87943,20220609105229,Accident,WPR22LA209,2022-06-09,"Sunriver, OR",United States,435235N,1212711W,KS21,Sunriver Airport,Non-Fatal,Substantial,Airplane,N94078,CESSNA,A185F,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,"The pilot's failure to maintain control of the airplane during takeoff, which resulted in a collision with terrain. 
",01-09-2022
87945,20220609105235,Accident,CEN22LA239,2022-06-09,"New Braunfels, TX",United States,294232N,0098236W,BAZ,NEW BRAUNFELS RGNL,Non-Fatal,Substantial,Airplane,N3798K,PIPER,PA-28-140,No,1.0,Reciprocating,091,NSCH,Instructional,Texas Aviation Acaemy,0.0,0.0,0.0,1.0,VMC,,"The pilotï¿½s failure to maintain directional control during takeoff. 
",12-08-2022
87949,20220613105248,Accident,CEN22LA244,2022-06-09,"Salina, KS",United States,384726N,0097398W,SLN,Salina Regional Airport,Non-Fatal,Substantial,Airplane,N831KS,CESSNA,172S,No,1.0,Reciprocating,091,,Instructional,KANSAS STATE UNIVERSITY - SALINA,0.0,0.0,0.0,1.0,VMC,,"The pilotï¿½s poor pitch control during an aborted takeoff which resulted in a hard landing. 
",01-09-2022
87965,20220627105365,Accident,CEN22LA291,2022-06-12,"Minot, ND",United States,481527N,1011641W,MOT,MINOT INTL,Minor,Substantial,Airplane,N737BW,CESSNA,172N,No,1.0,Reciprocating,091,NSCH,Personal,PIETSCH AIRCRAFT RESTORATION & REPAIR INC,0.0,1.0,0.0,0.0,VMC,,"The student pilotï¿½s failure to maintain airspeed and yaw control of the airplane during an aborted takeoff, which resulted in an aerodynamic stall and impact with the ground. 
",22-09-2022
87966,20220718105499,Accident,ERA22LA319,2022-06-12,"Charleston, SC",United States,325331N,0080231W,CHS,CHARLESTON AFB/INTL,Non-Fatal,Substantial,Airplane,N9158D,MOONEY,M20J,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,"The failure of the torsion spring inside the drive clutch assembly of the landing gear actuator which prevented normal and manual extension of the landing gear. 
",03-11-2022
87970,20220615105264,Accident,CEN22LA249,2022-06-14,"Eaton Rapids, MI",United States,042284N,0844246W,60G,,Non-Fatal,Substantial,Airplane,N3553M,PIPER,PA-28-181,No,1.0,,091,,Personal,Pilot,0.0,0.0,0.0,2.0,,,,12-07-2022
87972,20220621105282,Accident,ERA22LA275,2022-06-15,"Gulf Shores, AL",United States,301723N,0874018W,JKA,JACK EDWARDS NTL,Non-Fatal,Substantial,Airplane,N432CD,CIRRUS DESIGN CORP,SR22,No,1.0,,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,,20-09-2022
87974,20220622105302,Accident,GAA22WA208,2022-06-15,"Itaituba, ",Brazil,051850S,0573933W,,,Fatal,Substantial,Airplane,PT-JUM,CESSNA,182,No,,,NUSC,,,,1.0,0.0,0.0,0.0,,,,22-07-2022
87978,20220620105281,Accident,ERA22LA274,2022-06-16,"Brevard, NC",United States,351040N,0824935W,,,Serious,Substantial,Airplane,N5064H,CESSNA,172M,No,1.0,,091,,Personal,FRANKLIN AIR SERVICES LLC,0.0,0.0,3.0,0.0,VMC,,,11-07-2022
87992,20220624105345,Accident,CEN22LA282,2022-06-18,"Jacksonville, IL",United States,394617N,0901433W,IJX,JACKSONVILLE MUNI,Non-Fatal,Substantial,Airplane,N6796E,CESSNA,172N,No,1.0,Reciprocating,091,,Aerial Observation,Optic Air LLC,0.0,0.0,0.0,1.0,VMC,,"The pilotï¿½s failure to attain proper flare during landing, resulting in a bounced landing.
",08-09-2022
87996,20220623105308,Accident,ERA22LA280,2022-06-19,"OWENSBORO, KY",United States,374432N,0087955W,OWB,OWENSBORO-DAVIESS COUNTY RGNL,Non-Fatal,Substantial,Airplane,N35491,CESSNA,172R,No,1.0,Reciprocating,091,,Instructional,,0.0,0.0,0.0,1.0,VMC,,"The student pilot's improper flare, which resulted in a loss of control during landing.
",01-11-2022
87997,20220624105342,Accident,CEN22LA281,2022-06-19,"Fargo, ND",United States,465520N,0964858W,FAR,HECTOR INTL,Non-Fatal,Substantial,Airplane,N5256S,CESSNA,172S,No,1.0,,091,,Instructional,FARGO JET CENTER LLC,0.0,0.0,0.0,4.0,VMC,,"The flight instructorï¿½s failure to adequately monitor the pilot flying, which resulted in a nose-wheel first hard landing. 

",08-09-2022
88001,20220622105300,Accident,ERA22LA276,2022-06-20,"LAURINBURG, NC",United States,034501N,0792127W,MEB,LAURINBURG-MAXTON,Non-Fatal,Substantial,Airplane,N9676J,PIPER,PA-28-180,No,1.0,,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,,08-07-2022
88010,20220623105313,Accident,CEN22LA261,2022-06-21,"Eden Prairie, MN",United States,444928N,0932728W,FCM,FLYING CLOUD,Non-Fatal,Substantial,Airplane,N6346P,CESSNA,152,No,1.0,Reciprocating,091,,Instructional,R&R AERO SERVICES LLC,0.0,0.0,0.0,1.0,VMC,,"The student pilot not maintaining directional control during landing which resulted in a runway excursion.
",22-09-2022
88021,20220623105336,Accident,ERA22LA285,2022-06-22,"Manassas, VA",United States,384316N,0773054W,HEF,MANASSAS RGNL/HARRY P DAVIS FL,Non-Fatal,Substantial,Airplane,N6599W,PIPER,PA-28-140,No,1.0,Reciprocating,091,,Personal,Commonwealth Aviation,0.0,0.0,0.0,1.0,VMC,,"The pilotï¿½s improper landing flare, which resulted in a bounced landing and subsequent nose landing gear collapse. 
",01-11-2022
88023,20220701105398,Accident,GAA22WA214,2022-06-22,"Benevides, ",Brazil,011846S,0481956W,SNYP,,Non-Fatal,Substantial,Airplane,PT-ILH,CESSNA,182P,No,1.0,,NUSN,,,,0.0,0.0,0.0,2.0,,,,25-08-2022
88024,20220713105469,Accident,ERA22LA309,2022-06-22,"Lancaster, OH",United States,394517N,0823826W,LHQ,Fairfield County Airport,Minor,Substantial,Airplane,N9556H,CESSNA,172,No,1.0,,091,,Personal,Sundowner Aviation,0.0,1.0,0.0,0.0,VMC,,,02-08-2022
88032,20220624105346,Accident,WPR22FA227,2022-06-24,"Mendon, UT",United States,414050N,0111585W,,,Fatal,Substantial,Airplane,N934JH,CESSNA,152,No,1.0,,091,,Instructional,UTAH STATE UNIVERSITY,2.0,0.0,0.0,0.0,VMC,,,15-07-2022
88039,20220626105353,Accident,WPR22FA229,2022-06-25,"Kerrville, TX",United States,295913N,0099550W,ERV,,Fatal,Destroyed,Airplane,N4267H,MOONEY,M20J,No,1.0,,091,NSCH,Personal,,2.0,0.0,0.0,0.0,VMC,,,12-07-2022
88051,20220707105430,Accident,CEN22LA306,2022-06-26,"Cleveland, MS",United States,334541N,0904529W,RNV,CLEVELAND MUNI,Non-Fatal,Substantial,Airplane,N97789,CESSNA,172,No,1.0,Reciprocating,091,,Instructional,DELTA STATE UNIVERSITY,0.0,0.0,0.0,1.0,VMC,,"The pilotï¿½s failure to maintain directional control during landing, which resulted in a runway excursion and substantial damage.
",08-09-2022
88055,20220628105373,Accident,WPR22LA234,2022-06-27,"Prescott, AZ",United States,343917N,0112259W,PRC,PRESCOTT RGNL - ERNEST A LOVE,Non-Fatal,Substantial,Airplane,N2809N,CESSNA,140,No,1.0,Reciprocating,091,,Instructional,,0.0,0.0,0.0,2.0,VMC,,"The pilot receiving instructions failure to maintain directional during the takeoff ground roll and the flight instructorï¿½s inadequate supervision. 
",08-09-2022
88081,20220704105417,Accident,CEN22LA303,2022-07-02,"Oklahoma City, OK",United States,353536N,0974221W,HSD,SUNDANCE,Fatal,Substantial,Airplane,N270SA,PIPER,PA-28-140,No,1.0,,091,,Personal,SUNDANCE AIRPORT FBO LLC,1.0,0.0,1.0,0.0,VMC,,,15-07-2022
88093,20220705105424,Accident,ERA22LA298,2022-07-04,"Akron, OH",United States,004132N,0812629W,AKR,AKRON FULTON INTL,Serious,Substantial,Airplane,N12115,CESSNA,172M,No,1.0,,091,,Personal,,0.0,0.0,2.0,0.0,VMC,,,20-07-2022
88098,20220707105428,Accident,ERA22LA300,2022-07-05,"Plymouth, CT",United States,041380N,0073248W,N41,WATERBURY,Minor,Substantial,Airplane,N2423A,CESSNA,A185F,No,1.0,,091,,Personal,HUTTER CHARLES G,0.0,1.0,0.0,0.0,VMC,,,08-08-2022
88100,20220710105435,Accident,ANC22LA052,2022-07-06,"Cordova, AK",United States,060251N,1472154W,,,Non-Fatal,Substantial,Airplane,N2588P,PIPER,PA-18-150,No,1.0,Reciprocating,091,,Personal,OKONEK KELLIE L,0.0,0.0,0.0,2.0,VMC,,"The pilotï¿½s exceedance of the airplaneï¿½s critical angle of attack while maneuvering for landing, which resulted in an aerodynamic stall and impact with terrain. 
",02-12-2022
88109,20220708105434,Accident,CEN22LA309,2022-07-08,"Friend, NE",United States,404124N,0971312W,,,Non-Fatal,Substantial,Airplane,N5177H,CESSNA,172M,No,1.0,,091,NSCH,Personal,Pilot,0.0,0.0,0.0,2.0,VMC,,,10-08-2022
88112,20220711105440,Accident,ERA22LA303,2022-07-08,"South Portland, ME",United States,433839N,0701821W,PWM,PORTLAND INTL JETPORT,Serious,Substantial,Airplane,N9946Q,CESSNA,172M,No,1.0,UNK,091,,Instructional,Portland Flight Services,0.0,0.0,2.0,0.0,VMC,,"The student pilotï¿½s improper landing flare, which resulted in a hard landing. Also causal was the flight instructorï¿½s inadequate remedial action.
",03-11-2022
88114,20220712105462,Accident,WPR22LA250,2022-07-08,"Portland, OR",United States,453232N,0122573W,HIO,PORTLAND-HILLSBORO,Non-Fatal,Substantial,Airplane,N90558,CESSNA,172P,No,1.0,Reciprocating,091,,Instructional,Hillsboro Aero Academy,0.0,0.0,0.0,3.0,VMC,,"The pilot under instructionï¿½s improper landing flare, and the flight instructorï¿½s delayed remedial action.",08-12-2022
88116,20220711105450,Accident,CEN22LA314,2022-07-09,"Rogers, AR",United States,362420N,0941025W,58AR,Price Coffee Airfield,Non-Fatal,Substantial,Airplane,N83552,PIPER,PA-18-150,No,1.0,Reciprocating,091,NSCH,Instructional,,0.0,0.0,0.0,2.0,VMC,,"The pilotï¿½s failure to establish a stabilize approach criteria during low-level maneuvering to the runway, which resulted in a hard landing and contact with a hay bale.
",22-09-2022
88137,20220719105511,Accident,WPR22LA260,2022-07-12,"Kelso, WA",United States,004675N,1225354W,KLS,Southwest Washington Regional,Non-Fatal,Substantial,Airplane,N43037,PIPER,PA-28-161,No,1.0,Reciprocating,091,,Instructional,GLACIER AVIATION,0.0,0.0,0.0,1.0,VMC,,The student pilotï¿½s inadequate flare resulting in a loss of airplane control during landing with gusting wind conditions.,02-12-2022
88138,20220723105552,Accident,ERA22LA331,2022-07-12,"Hillsboro, OH",United States,391118N,0833222W,HOC,HIGHLAND COUNTY,Non-Fatal,Substantial,Airplane,N49189,CESSNA,152,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,"The pilot's loss of directional control while landing, which resulted in a runway excursion.",15-12-2022
88143,20220714105475,Accident,WPR22LA252,2022-07-14,"San Martin, CA",United States,037458N,1213551W,E16,SAN MARTIN,Non-Fatal,Substantial,Airplane,N9802E,CESSNA,182P,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,The pilotï¿½s failure to maintain directional control during landing.,02-12-2022
88147,20220718105502,Accident,CEN22LA320,2022-07-14,"Kendleton, TX",United States,292548N,0955722W,,,Non-Fatal,Substantial,Airplane,XB-RXC,CESSNA,210,No,1.0,Reciprocating,NUSC,NSCH,Business,"TRETSA, SA DE CV",0.0,0.0,0.0,4.0,VMC,,"The pilotï¿½s improper in-flight planning and fuel management that resulted in the loss of engine power due to fuel exhaustion.

",22-09-2022
88152,20220719105515,Accident,CEN22LA324,2022-07-15,"Grain Valley, MO",United States,039118N,0094120W,,,Minor,Substantial,Airplane,N2945Q,PIPER,PA-28-161,No,1.0,Reciprocating,091,,Personal,,0.0,1.0,0.0,0.0,VMC,,"The loss of engine power due to fuel exhaustion. 
",22-09-2022
88157,20220719105526,Accident,ANC22LA058,2022-07-15,"Port Alsworth, AK",United States,595449N,1541446W,PVT,Private,Non-Fatal,Substantial,Airplane,N14LD,PIPER,PA-18-150,No,1.0,Reciprocating,135,NSCH,Business,COPPER MOUNTAIN AVIATION LLC,0.0,0.0,0.0,2.0,VMC,,"The pilotï¿½s excessive use of brakes which resulted in a nose-over. 
",02-12-2022
88175,20220718105496,Accident,ERA22FA318,2022-07-17,"Las Vegas, NV",United States,361239N,1151140W,VGT,NORTH LAS VEGAS,Fatal,Destroyed,Airplane,N160RA,CESSNA,172N,No,1.0,,091,,Instructional,Airwork Las Vegas,4.0,0.0,0.0,0.0,VMC,,,05-08-2022
88179,20220720105529,Accident,ERA22LA324,2022-07-17,"Lawrenceville, GA",United States,335841N,0835744W,LZU,GWINNETT COUNTY - BRISCOE FLD,Non-Fatal,Substantial,Airplane,N62405,CESSNA,172P,No,1.0,,091,,Instructional,FLIGHT SCHOOL OF GWINNETT INC,0.0,0.0,0.0,1.0,VMC,,,29-07-2022
88180,20220721105543,Accident,ERA22LA327,2022-07-17,"Hanson, MA",United States,042131N,0705017W,28M,CRANLAND,Non-Fatal,Substantial,Airplane,N5859E,CESSNA,150,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,"The pilotï¿½s improper landing flare, which resulted in a hard landing and partial loss of directional control. Contributing to the accident was the pilotï¿½s improper decision to depart and land with a known mechanical deficiency with the nose landing gear.",03-11-2022
88193,20220721105541,Accident,CEN22LA329,2022-07-19,"Saint Joseph, IL",United States,040639N,0088432W,0LL5,BUSBOOM RLA,Non-Fatal,Substantial,Airplane,N9688Q,CESSNA,172M,No,1.0,Reciprocating,091,NSCH,Personal,,0.0,0.0,0.0,2.0,VMC,,"The pilotï¿½s failure to remain clear of obstacles while landing. 
",03-11-2022
88215,20220726105582,Accident,GAA22WA239,2022-07-22,"Baramati, OF",India,182129N,0744049E,,,Non-Fatal,Substantial,Airplane,VT-ALI,CESSNA,152,No,,,UNK,,,"M/s Academy of Carver Aviation Pvt Ltd, Baramati",0.0,0.0,0.0,1.0,,,,01-08-2022
88217,20220804105662,Accident,CEN22LA360,2022-07-22,"Neosho, MO",United States,036492N,0942318W,KEOS,Neosho Hugh Robinson Airport,Non-Fatal,Substantial,Airplane,N8367T,PIPER,PA-28-181,No,1.0,Reciprocating,091,,Personal,MAJORS FLYING CLUB,0.0,0.0,0.0,2.0,VMC,,"The pilotï¿½s inadvertent application of the right brake and subsequent loss of airplane directional control, which resulted in a taxiway excursion and impact with trees. 
",23-09-2022
88230,20220725105563,Accident,CEN22LA336,2022-07-24,"Ray, MI",United States,424413N,0825352W,57D,RAY COMMUNITY,Serious,Substantial,Airplane,N60ED,BEECH,A36,No,1.0,,091,,Personal,KAMAL RONNY,0.0,0.0,3.0,0.0,VMC,,,12-08-2022
88238,20220906105860,Accident,GAA22WA266,2022-07-25,"Qualicum Beach, ",Canada,,,,,Serious,Substantial,Airplane,C-GGSN,CESSNA,172,No,,,NUSN,,,,0.0,0.0,1.0,0.0,,,,13-10-2022
88250,20220805105674,Accident,WPR22LA292,2022-07-27,"San Diego, CA",United States,324857N,0117822W,MYF,MONTGOMERY-GIBBS EXEC,Non-Fatal,Substantial,Airplane,N41757,PIPER,PA-28-181,No,1.0,Reciprocating,091,,Instructional,COAST FLIGHT TRAINING AND MANAGEMENT INC,0.0,0.0,0.0,1.0,VMC,,"The student pilotï¿½s unstable approach and inadequate flare which resulted in a hard, bounced landing.",02-12-2022
88251,20220809105697,Accident,CEN22LA374,2022-07-27,"Kenai, AK",United States,612248N,1524124W,,,Non-Fatal,Substantial,Airplane,N4210Z,PIPER,PA-18-150,No,1.0,Reciprocating,091,NSCH,Personal,,0.0,0.0,0.0,1.0,VMC,,"The pilotï¿½s failure to maintain proper approach glide path, which resulted in a collision with a berm.
",03-11-2022
